Timestamp,Machine_ID,Temperature_C,Vibration_mm_s,Pressure_bar
24/1/24 5:23,Machine_7,69.28,2.25,5.53
24/1/24 5:23,Machine_8,74.81,2.32,7.34
24/1/24 5:23,Machine_9,73.17,2.11,5.11
24/1/24 5:23,Machine_10,71.75,2.23,5.82
24/1/24 5:24,Machine_1,64.96,1.93,7.45
24/1/24 5:24,Machine_2,63.22,1.63,6.59
24/1/24 5:24,Machine_3,72.44,1.17,7.48
24/1/24 5:24,Machine_4,76.55,0.86,6.75
24/1/24 5:24,Machine_5,77.22,1.04,5.78
24/1/24 5:24,Machine_6,78.18,1.29,3.56
24/1/24 5:24,Machine_7,78.16,1.65,5.07
24/1/24 5:24,Machine_8,62.1,1.98,6.28
24/1/24 5:24,Machine_9,78.39,2.35,7.3
24/1/24 5:24,Machine_10,67.93,0.79,7.06
24/1/24 5:25,Machine_1,63.32,2.14,4.48
24/1/24 5:25,Machine_2,64.15,2.34,3.07
24/1/24 5:25,Machine_3,69.91,1.43,7.43
24/1/24 5:25,Machine_4,64.51,0.87,4.65
24/1/24 5:25,Machine_5,76.65,0.58,3.19
24/1/24 5:25,Machine_6,68.66,0.71,6.93
24/1/24 5:25,Machine_7,60.29,0.83,5.63
24/1/24 5:25,Machine_8,76.48,1.39,7.25
24/1/24 5:25,Machine_9,62.1,0.5,3.04
24/1/24 5:25,Machine_10,66.35,1.92,5.11
24/1/24 5:26,Machine_1,69.44,2.42,5.91
24/1/24 5:26,Machine_2,66.64,0.85,4.5
24/1/24 5:26,Machine_3,70.64,2.46,3.36
24/1/24 5:26,Machine_4,67.48,0.42,3.04
24/1/24 5:26,Machine_5,63.35,2.31,5.49
24/1/24 5:26,Machine_6,74.52,0.87,5.53
24/1/24 5:26,Machine_7,65.2,1.79,5.61
24/1/24 5:26,Machine_8,63.05,1.54,6.39
24/1/24 5:26,Machine_9,77.59,1.12,3.06
24/1/24 5:26,Machine_10,64.47,2.21,4.43
24/1/24 5:27,Machine_1,66.91,1.21,3.33
24/1/24 5:27,Machine_2,75.57,1.12,4.89
24/1/24 5:27,Machine_3,70.64,2.5,5.56
24/1/24 5:27,Machine_4,70.92,2.7,3.09
24/1/24 5:27,Machine_5,77.39,2.09,5.02
24/1/24 5:27,Machine_6,66.49,1.44,6.93
24/1/24 5:27,Machine_7,62.07,1.48,7.47
24/1/24 5:27,Machine_8,74.71,1.83,5.29
24/1/24 5:27,Machine_9,62.1,2.29,6.82
24/1/24 5:27,Machine_10,68.48,0.57,3.78
24/1/24 5:28,Machine_1,60.2,2.56,5.01
24/1/24 5:28,Machine_2,73.51,0.8,3.65
24/1/24 5:28,Machine_3,61.7,1.14,3.39
24/1/24 5:28,Machine_4,69.43,2.63,4.64
24/1/24 5:28,Machine_5,73.34,2.66,5.77
24/1/24 5:28,Machine_6,69.59,2.31,4.67
24/1/24 5:28,Machine_7,64.69,1.96,3.94
24/1/24 5:28,Machine_8,76.04,2.2,3.36
24/1/24 5:28,Machine_9,71.03,1.95,4.01
24/1/24 5:28,Machine_10,74.71,2.44,5.38
24/1/24 5:29,Machine_1,73.13,1.9,4.51
24/1/24 5:29,Machine_2,62.22,2.5,5.72
24/1/24 5:29,Machine_3,71.63,2.27,5.93
24/1/24 5:29,Machine_4,73.83,0.66,4.04
24/1/24 5:29,Machine_5,79.29,2.47,5.46
24/1/24 5:29,Machine_6,64.33,0.88,5.33
24/1/24 5:29,Machine_7,66.27,1.79,4.49
24/1/24 5:29,Machine_8,74.29,0.75,5.64
24/1/24 5:29,Machine_9,74.98,1.11,5.73
24/1/24 5:29,Machine_10,61.22,2.46,5.2
24/1/24 5:30,Machine_1,73.15,2.41,4.31
24/1/24 5:30,Machine_2,72.55,0.87,6.97
24/1/24 5:30,Machine_3,69.0,2.11,3.85
24/1/24 5:30,Machine_4,78.05,2.11,6.06
24/1/24 5:30,Machine_5,61.16,0.85,5.19
24/1/24 5:30,Machine_6,78.96,1.29,5.68
24/1/24 5:30,Machine_7,73.28,0.46,6.75
24/1/24 5:30,Machine_8,65.43,0.91,4.44
24/1/24 5:30,Machine_9,70.98,0.4,5.82
24/1/24 5:30,Machine_10,79.73,2.21,5.4
24/1/24 5:31,Machine_1,75.1,1.27,4.19
24/1/24 5:31,Machine_2,75.96,0.47,3.98
24/1/24 5:31,Machine_3,64.25,2.58,7.24
24/1/24 5:31,Machine_4,65.51,1.92,6.26
24/1/24 5:31,Machine_5,72.78,1.43,5.61
24/1/24 5:31,Machine_6,72.6,1.97,6.15
24/1/24 5:31,Machine_7,71.9,1.91,4.08
24/1/24 5:31,Machine_8,79.31,2.39,3.86
24/1/24 5:31,Machine_9,70.58,2.22,3.3
24/1/24 5:31,Machine_10,76.47,1.73,3.72
24/1/24 5:32,Machine_1,65.99,1.31,5.49
24/1/24 5:32,Machine_2,69.39,1.13,3.39
24/1/24 5:32,Machine_3,61.15,2.13,5.03
24/1/24 5:32,Machine_4,67.34,2.15,4.12
24/1/24 5:32,Machine_5,79.46,0.84,3.58
24/1/24 5:32,Machine_6,63.33,1.75,3.34
24/1/24 5:32,Machine_7,79.26,0.52,3.35
24/1/24 5:32,Machine_8,62.85,1.0,7.38
24/1/24 5:32,Machine_9,68.51,1.08,4.25
24/1/24 5:32,Machine_10,75.94,1.18,3.75
24/1/24 5:33,Machine_1,70.51,2.69,3.33
24/1/24 5:33,Machine_2,68.96,2.7,7.27
24/1/24 5:33,Machine_3,73.21,1.71,4.35
24/1/24 5:33,Machine_4,65.14,0.49,3.41
24/1/24 5:33,Machine_5,71.8,0.88,6.43
24/1/24 5:33,Machine_6,63.87,1.15,7.31
24/1/24 5:33,Machine_7,63.99,1.34,6.49
24/1/24 5:33,Machine_8,74.24,0.93,5.38
24/1/24 5:33,Machine_9,62.12,1.85,6.08
24/1/24 5:33,Machine_10,71.52,1.86,5.93
24/1/24 5:34,Machine_1,75.8,2.48,5.17
24/1/24 5:34,Machine_2,76.6,1.36,7.3
24/1/24 5:34,Machine_3,60.79,2.28,6.79
24/1/24 5:34,Machine_4,75.77,2.3,3.93
24/1/24 5:34,Machine_5,73.03,2.26,4.3
24/1/24 5:34,Machine_6,77.24,1.34,5.18
24/1/24 5:34,Machine_7,78.06,1.64,3.7
24/1/24 5:34,Machine_8,61.5,1.9,3.11
24/1/24 5:34,Machine_9,77.76,2.03,5.27
24/1/24 5:34,Machine_10,75.65,2.15,4.85
24/1/24 5:35,Machine_1,65.26,2.62,3.35
24/1/24 5:35,Machine_2,78.58,2.36,4.68
24/1/24 5:35,Machine_3,79.56,0.71,3.63
24/1/24 5:35,Machine_4,67.92,1.39,6.16
24/1/24 5:35,Machine_5,74.97,2.45,6.25
24/1/24 5:35,Machine_6,71.91,0.9,6.54
24/1/24 5:35,Machine_7,64.95,0.78,4.82
24/1/24 5:35,Machine_8,66.58,1.32,6.01
24/1/24 5:35,Machine_9,72.73,1.67,3.71
24/1/24 5:35,Machine_10,61.83,1.79,4.29
24/1/24 5:36,Machine_1,60.86,2.33,5.21
24/1/24 5:36,Machine_2,75.13,2.16,6.25
24/1/24 5:36,Machine_3,79.16,0.82,6.44
24/1/24 5:36,Machine_4,68.67,1.73,4.88
24/1/24 5:36,Machine_5,63.86,2.43,5.98
24/1/24 5:36,Machine_6,70.54,1.73,4.61
24/1/24 5:36,Machine_7,69.36,0.42,4.75
24/1/24 5:36,Machine_8,75.15,2.29,3.72
24/1/24 5:36,Machine_9,66.97,2.33,5.49
24/1/24 5:36,Machine_10,78.96,1.46,6.87
24/1/24 5:37,Machine_1,68.38,2.39,6.45
24/1/24 5:37,Machine_2,60.84,0.84,3.12
24/1/24 5:37,Machine_3,74.28,1.91,4.24
24/1/24 5:37,Machine_4,61.17,2.45,5.36
24/1/24 5:37,Machine_5,64.25,0.48,6.64
24/1/24 5:37,Machine_6,77.08,2.05,4.55
24/1/24 5:37,Machine_7,72.14,0.41,4.35
24/1/24 5:37,Machine_8,74.99,0.43,7.21
24/1/24 5:37,Machine_9,68.48,2.58,4.78
24/1/24 5:37,Machine_10,70.63,0.96,7.07
24/1/24 5:38,Machine_1,71.02,1.93,6.46
24/1/24 5:38,Machine_2,71.75,1.97,6.66
24/1/24 5:38,Machine_3,72.66,1.21,6.4
24/1/24 5:38,Machine_4,64.7,2.35,3.8
24/1/24 5:38,Machine_5,68.33,2.1,3.01
24/1/24 5:38,Machine_6,61.39,1.15,3.17
24/1/24 5:38,Machine_7,74.83,1.91,3.94
24/1/24 5:38,Machine_8,69.84,1.71,3.01
24/1/24 5:38,Machine_9,73.81,0.45,3.06
24/1/24 5:38,Machine_10,63.15,0.9,7.4
24/1/24 5:39,Machine_1,70.23,1.04,4.61
24/1/24 5:39,Machine_2,65.13,1.61,6.07
24/1/24 5:39,Machine_3,64.75,0.97,4.36
24/1/24 5:39,Machine_4,78.73,1.18,7.37
24/1/24 5:39,Machine_5,71.98,1.08,6.53
24/1/24 5:39,Machine_6,67.08,1.46,4.27
24/1/24 5:39,Machine_7,78.67,1.29,4.22
24/1/24 5:39,Machine_8,70.67,2.28,5.66
24/1/24 5:39,Machine_9,71.56,2.59,7.17
24/1/24 5:39,Machine_10,77.36,0.55,5.65
24/1/24 5:40,Machine_1,79.32,0.84,4.19
24/1/24 5:40,Machine_2,73.01,1.45,4.85
24/1/24 5:40,Machine_3,67.39,1.33,6.7
24/1/24 5:40,Machine_4,66.14,2.34,6.19
24/1/24 5:40,Machine_5,78.86,0.57,5.31
24/1/24 5:40,Machine_6,64.05,1.67,5.01
24/1/24 5:40,Machine_7,70.84,0.86,6.71
24/1/24 5:40,Machine_8,60.21,1.99,4.71
24/1/24 5:40,Machine_9,79.5,1.26,5.09
24/1/24 5:40,Machine_10,63.64,2.23,5.75
24/1/24 5:41,Machine_1,71.9,1.4,6.42
24/1/24 5:41,Machine_2,67.15,1.58,6.37
24/1/24 5:41,Machine_3,77.61,2.39,5.68
24/1/24 5:41,Machine_4,69.16,0.44,3.39
24/1/24 5:41,Machine_5,62.88,1.3,7.19
24/1/24 5:41,Machine_6,64.77,2.15,4.12
24/1/24 5:41,Machine_7,75.52,2.6,6.24
24/1/24 5:41,Machine_8,77.84,1.0,5.04
24/1/24 5:41,Machine_9,69.21,1.56,5.3
24/1/24 5:41,Machine_10,71.99,2.6,6.74
24/1/24 5:42,Machine_1,72.23,1.9,3.02
24/1/24 5:42,Machine_2,63.81,1.02,7.34
24/1/24 5:42,Machine_3,66.05,1.52,4.11
24/1/24 5:42,Machine_4,77.47,1.88,3.91
24/1/24 5:42,Machine_5,68.66,2.01,6.85
24/1/24 5:42,Machine_6,75.06,0.59,7.29
24/1/24 5:42,Machine_7,60.46,2.47,5.63
24/1/24 5:42,Machine_8,67.7,1.1,4.71
24/1/24 5:42,Machine_9,68.77,1.7,4.6
24/1/24 5:42,Machine_10,68.81,1.27,5.89
24/1/24 5:43,Machine_1,60.91,0.89,6.46
24/1/24 5:43,Machine_2,73.23,1.28,5.45
24/1/24 5:43,Machine_3,69.22,1.57,7.07
24/1/24 5:43,Machine_4,79.0,1.75,4.37
24/1/24 5:43,Machine_5,75.94,1.38,4.82
24/1/24 5:43,Machine_6,74.13,0.41,4.61
24/1/24 5:43,Machine_7,60.34,2.6,4.19
24/1/24 5:43,Machine_8,64.28,1.17,4.01
24/1/24 5:43,Machine_9,71.94,1.07,6.53
24/1/24 5:43,Machine_10,68.74,1.95,5.18
24/1/24 5:44,Machine_1,67.79,0.56,5.84
24/1/24 5:44,Machine_2,79.9,0.43,4.97
24/1/24 5:44,Machine_3,62.24,0.61,3.73
24/1/24 5:44,Machine_4,78.23,2.46,4.8
24/1/24 5:44,Machine_5,69.49,2.47,7.26
24/1/24 5:44,Machine_6,77.1,1.31,4.1
24/1/24 5:44,Machine_7,63.13,0.76,3.69
24/1/24 5:44,Machine_8,61.74,2.58,6.78
24/1/24 5:44,Machine_9,77.01,1.59,3.56
24/1/24 5:44,Machine_10,60.31,2.55,4.93
24/1/24 5:45,Machine_1,77.45,0.52,3.46
24/1/24 5:45,Machine_2,75.67,0.77,5.72
24/1/24 5:45,Machine_3,74.38,0.83,3.31
24/1/24 5:45,Machine_4,65.8,0.71,6.86
24/1/24 5:45,Machine_5,75.75,0.91,4.18
24/1/24 5:45,Machine_6,64.72,2.64,6.76
24/1/24 5:45,Machine_7,76.47,2.2,3.67
24/1/24 5:45,Machine_8,75.04,1.11,3.34
24/1/24 5:45,Machine_9,64.54,1.39,6.91
24/1/24 5:45,Machine_10,76.92,0.83,5.16
24/1/24 5:46,Machine_1,67.75,0.71,4.65
24/1/24 5:46,Machine_2,71.07,0.58,6.26
24/1/24 5:46,Machine_3,70.86,1.38,4.28
24/1/24 5:46,Machine_4,63.77,0.48,6.24
24/1/24 5:46,Machine_5,67.96,1.17,4.98
24/1/24 5:46,Machine_6,64.01,0.53,4.74
24/1/24 5:46,Machine_7,66.2,1.53,4.84
24/1/24 5:46,Machine_8,66.7,1.37,4.23
24/1/24 5:46,Machine_9,61.94,1.03,5.18
24/1/24 5:46,Machine_10,75.37,0.52,3.45
24/1/24 5:47,Machine_1,68.36,1.09,5.42
24/1/24 5:47,Machine_2,77.68,1.5,5.24
24/1/24 5:47,Machine_3,65.53,0.63,4.04
24/1/24 5:47,Machine_4,75.97,2.37,6.46
24/1/24 5:47,Machine_5,67.19,2.57,4.22
24/1/24 5:47,Machine_6,74.41,2.5,4.91
24/1/24 5:47,Machine_7,67.12,1.98,4.44
24/1/24 5:47,Machine_8,75.26,1.44,6.45
24/1/24 5:47,Machine_9,73.74,1.48,6.93
24/1/24 5:47,Machine_10,66.88,1.64,6.72
24/1/24 5:48,Machine_1,77.53,1.16,7.22
24/1/24 5:48,Machine_2,63.36,2.12,7.17
24/1/24 5:48,Machine_3,66.59,0.58,4.19
24/1/24 5:48,Machine_4,72.57,2.3,4.75
24/1/24 5:48,Machine_5,79.72,2.5,6.66
24/1/24 5:48,Machine_6,79.11,1.23,5.47
24/1/24 5:48,Machine_7,60.99,2.02,3.14
24/1/24 5:48,Machine_8,72.3,0.81,6.76
24/1/24 5:48,Machine_9,70.91,1.6,3.24
24/1/24 5:48,Machine_10,74.59,0.59,5.6
24/1/24 5:49,Machine_1,72.02,2.14,6.95
24/1/24 5:49,Machine_2,72.56,0.44,4.5
24/1/24 5:49,Machine_3,73.54,2.6,6.74
24/1/24 5:49,Machine_4,67.89,0.97,4.85
24/1/24 5:49,Machine_5,76.89,1.14,3.59
24/1/24 5:49,Machine_6,78.95,0.76,6.28
24/1/24 5:49,Machine_7,75.3,2.07,3.49
24/1/24 5:49,Machine_8,61.3,2.18,4.03
24/1/24 5:49,Machine_9,68.65,0.85,5.17
24/1/24 5:49,Machine_10,67.52,2.1,6.03
24/1/24 5:50,Machine_1,77.22,2.28,3.14
24/1/24 5:50,Machine_2,73.75,1.33,6.56
24/1/24 5:50,Machine_3,73.69,2.48,5.37
24/1/24 5:50,Machine_4,74.94,1.53,3.88
24/1/24 5:50,Machine_5,79.6,2.18,5.05
24/1/24 5:50,Machine_6,71.13,2.32,6.12
24/1/24 5:50,Machine_7,60.04,2.24,3.41
24/1/24 5:50,Machine_8,71.27,0.41,7.19
24/1/24 5:50,Machine_9,64.57,1.72,6.27
24/1/24 5:50,Machine_10,63.52,2.5,4.11
24/1/24 5:51,Machine_1,61.14,0.77,6.73
24/1/24 5:51,Machine_2,67.49,0.68,3.7
24/1/24 5:51,Machine_3,67.33,1.71,4.27
24/1/24 5:51,Machine_4,77.56,2.07,3.63
24/1/24 5:51,Machine_5,63.2,2.22,6.83
24/1/24 5:51,Machine_6,71.23,2.39,3.25
24/1/24 5:51,Machine_7,62.79,1.99,3.52
24/1/24 5:51,Machine_8,71.6,2.59,5.52
24/1/24 5:51,Machine_9,69.23,2.52,6.98
24/1/24 5:51,Machine_10,67.61,1.49,5.89
24/1/24 5:52,Machine_1,77.55,1.46,5.85
24/1/24 5:52,Machine_2,67.87,1.76,4.82
24/1/24 5:52,Machine_3,67.97,1.84,7.24
24/1/24 5:52,Machine_4,67.43,2.04,5.23
24/1/24 5:52,Machine_5,79.25,2.62,4.73
24/1/24 5:52,Machine_6,70.38,0.96,7.3
24/1/24 5:52,Machine_7,77.93,2.11,5.4
24/1/24 5:52,Machine_8,79.63,1.7,4.22
24/1/24 5:52,Machine_9,69.27,1.28,5.6
24/1/24 5:52,Machine_10,65.46,0.97,6.71
24/1/24 5:53,Machine_1,75.33,1.09,5.63
24/1/24 5:53,Machine_2,74.09,2.46,4.39
24/1/24 5:53,Machine_3,67.69,1.85,3.77
24/1/24 5:53,Machine_4,69.46,1.27,6.28
24/1/24 5:53,Machine_5,76.35,1.66,5.57
24/1/24 5:53,Machine_6,76.79,2.0,5.59
24/1/24 5:53,Machine_7,79.95,1.41,3.75
24/1/24 5:53,Machine_8,69.8,1.57,6.12
24/1/24 5:53,Machine_9,71.09,1.93,7.18
24/1/24 5:53,Machine_10,71.94,2.2,4.7
24/1/24 5:54,Machine_1,70.29,0.86,5.21
24/1/24 5:54,Machine_2,72.8,2.03,4.16
24/1/24 5:54,Machine_3,69.36,2.26,5.62
24/1/24 5:54,Machine_4,77.18,2.12,7.18
24/1/24 5:54,Machine_5,68.8,2.25,4.62
24/1/24 5:54,Machine_6,69.92,2.64,5.43
24/1/24 5:54,Machine_7,66.5,0.76,5.18
24/1/24 5:54,Machine_8,67.69,1.36,4.43
24/1/24 5:54,Machine_9,72.15,2.26,3.55
24/1/24 5:54,Machine_10,75.85,0.48,6.34
24/1/24 5:55,Machine_1,74.11,2.69,6.91
24/1/24 5:55,Machine_2,62.38,1.28,4.11
24/1/24 5:55,Machine_3,64.06,1.76,3.33
24/1/24 5:55,Machine_4,68.31,2.0,3.39
24/1/24 5:55,Machine_5,75.08,1.86,5.85
24/1/24 5:55,Machine_6,72.05,1.64,4.21
24/1/24 5:55,Machine_7,78.5,0.95,3.94
24/1/24 5:55,Machine_8,77.76,2.63,4.17
24/1/24 5:55,Machine_9,64.97,2.07,7.19
24/1/24 5:55,Machine_10,74.36,2.21,5.03
24/1/24 5:56,Machine_1,74.47,2.54,7.47
24/1/24 5:56,Machine_2,60.95,0.87,6.92
24/1/24 5:56,Machine_3,72.52,2.31,4.54
24/1/24 5:56,Machine_4,76.91,2.17,6.42
24/1/24 5:56,Machine_5,64.37,0.75,3.08
24/1/24 5:56,Machine_6,79.57,1.89,4.21
24/1/24 5:56,Machine_7,73.43,1.73,3.56
24/1/24 5:56,Machine_8,61.21,0.68,4.13
24/1/24 5:56,Machine_9,71.95,1.7,6.95
24/1/24 5:56,Machine_10,72.71,2.31,5.12
24/1/24 5:57,Machine_1,68.42,2.19,5.4
24/1/24 5:57,Machine_2,78.26,2.16,5.63
24/1/24 5:57,Machine_3,73.64,1.3,5.62
24/1/24 5:57,Machine_4,79.78,1.99,5.42
24/1/24 5:57,Machine_5,75.27,0.51,3.32
24/1/24 5:57,Machine_6,62.42,2.4,5.05
24/1/24 5:57,Machine_7,73.13,1.15,4.39
24/1/24 5:57,Machine_8,70.99,1.32,6.8
24/1/24 5:57,Machine_9,65.59,1.83,4.51
24/1/24 5:57,Machine_10,64.32,0.95,4.21
24/1/24 5:58,Machine_1,77.76,2.47,5.77
24/1/24 5:58,Machine_2,73.5,2.07,7.49
24/1/24 5:58,Machine_3,74.52,2.47,3.14
24/1/24 5:58,Machine_4,76.16,1.49,5.61
24/1/24 5:58,Machine_5,70.49,1.12,7.16
24/1/24 5:58,Machine_6,67.02,1.52,5.68
24/1/24 5:58,Machine_7,78.23,0.66,5.73
24/1/24 5:58,Machine_8,67.33,1.62,3.52
24/1/24 5:58,Machine_9,62.5,1.71,5.85
24/1/24 5:58,Machine_10,78.2,2.25,3.96
24/1/24 5:59,Machine_1,71.3,1.3,7.14
24/1/24 5:59,Machine_2,65.28,1.43,4.21
24/1/24 5:59,Machine_3,62.63,1.71,3.49
24/1/24 5:59,Machine_4,72.43,2.42,5.5
24/1/24 5:59,Machine_5,79.79,2.34,3.26
24/1/24 5:59,Machine_6,66.43,2.12,7.22
24/1/24 5:59,Machine_7,67.94,2.59,4.36
24/1/24 5:59,Machine_8,76.28,0.71,7.16
24/1/24 5:59,Machine_9,77.01,0.42,7.42
24/1/24 5:59,Machine_10,63.04,1.0,4.45
24/1/24 6:00,Machine_1,64.17,0.69,6.97
24/1/24 6:00,Machine_2,71.5,0.48,5.05
24/1/24 6:00,Machine_3,61.57,0.61,7.35
24/1/24 6:00,Machine_4,74.37,0.78,3.58
24/1/24 6:00,Machine_5,79.62,0.86,3.7
24/1/24 6:00,Machine_6,70.32,1.79,4.51
24/1/24 6:00,Machine_7,71.88,1.45,5.27
24/1/24 6:00,Machine_8,73.04,2.13,4.21
24/1/24 6:00,Machine_9,67.18,1.58,4.23
24/1/24 6:00,Machine_10,60.07,1.77,6.77
24/1/24 6:01,Machine_1,67.87,1.33,7.19
24/1/24 6:01,Machine_2,79.19,1.68,5.35
24/1/24 6:01,Machine_3,77.36,0.76,4.87
24/1/24 6:01,Machine_4,73.12,2.4,6.59
24/1/24 6:01,Machine_5,67.02,1.32,5.93
24/1/24 6:01,Machine_6,78.01,1.79,6.67
24/1/24 6:01,Machine_7,72.66,2.28,3.97
24/1/24 6:01,Machine_8,64.31,1.6,7.24
24/1/24 6:01,Machine_9,62.96,1.71,3.81
24/1/24 6:01,Machine_10,79.18,2.67,7.06
24/1/24 6:02,Machine_1,72.26,2.52,4.46
24/1/24 6:02,Machine_2,74.13,0.41,5.97
24/1/24 6:02,Machine_3,74.23,1.35,6.23
24/1/24 6:02,Machine_4,67.13,0.58,4.56
24/1/24 6:02,Machine_5,64.63,2.16,5.81
24/1/24 6:02,Machine_6,66.55,1.77,3.52
24/1/24 6:02,Machine_7,79.73,0.67,5.1
24/1/24 6:02,Machine_8,71.84,1.18,4.93
24/1/24 6:02,Machine_9,66.94,2.21,6.71
24/1/24 6:02,Machine_10,71.21,1.99,6.27
24/1/24 6:03,Machine_1,69.04,0.98,3.42
24/1/24 6:03,Machine_2,77.52,1.89,5.13
24/1/24 6:03,Machine_3,78.6,1.8,4.48
24/1/24 6:03,Machine_4,67.89,0.5,6.83
24/1/24 6:03,Machine_5,62.02,2.36,5.05
24/1/24 6:03,Machine_6,71.66,0.88,7.02
24/1/24 6:03,Machine_7,75.5,1.99,4.12
24/1/24 6:03,Machine_8,61.7,1.66,5.08
24/1/24 6:03,Machine_9,61.97,1.98,5.92
24/1/24 6:03,Machine_10,71.92,2.5,6.36
24/1/24 6:04,Machine_1,77.57,1.15,3.93
24/1/24 6:04,Machine_2,60.65,0.78,6.71
24/1/24 6:04,Machine_3,79.12,2.09,4.89
24/1/24 6:04,Machine_4,72.77,1.98,5.86
24/1/24 6:04,Machine_5,71.85,0.82,3.33
24/1/24 6:04,Machine_6,68.63,2.28,3.15
24/1/24 6:04,Machine_7,77.76,2.17,4.45
24/1/24 6:04,Machine_8,60.47,1.97,7.02
24/1/24 6:04,Machine_9,62.52,1.62,6.57
24/1/24 6:04,Machine_10,71.13,0.81,5.76
24/1/24 6:05,Machine_1,72.5,1.81,7.35
24/1/24 6:05,Machine_2,66.79,1.67,4.26
24/1/24 6:05,Machine_3,62.04,2.36,6.49
24/1/24 6:05,Machine_4,62.78,1.25,7.17
24/1/24 6:05,Machine_5,74.7,2.0,3.77
24/1/24 6:05,Machine_6,65.55,1.44,6.73
24/1/24 6:05,Machine_7,64.42,0.62,4.19
24/1/24 6:05,Machine_8,77.78,0.93,4.82
24/1/24 6:05,Machine_9,65.17,2.17,4.94
24/1/24 6:05,Machine_10,73.12,2.54,5.99
24/1/24 6:06,Machine_1,69.24,2.56,3.33
24/1/24 6:06,Machine_2,67.09,2.64,4.92
24/1/24 6:06,Machine_3,74.83,1.39,3.25
24/1/24 6:06,Machine_4,79.33,1.28,6.84
24/1/24 6:06,Machine_5,79.6,2.24,3.5
24/1/24 6:06,Machine_6,70.64,1.86,4.0
24/1/24 6:06,Machine_7,71.42,0.98,3.93
24/1/24 6:06,Machine_8,73.21,2.39,3.37
24/1/24 6:06,Machine_9,70.58,1.42,7.49
24/1/24 6:06,Machine_10,70.87,2.54,3.5
24/1/24 6:07,Machine_1,72.46,2.13,3.11
24/1/24 6:07,Machine_2,78.09,1.16,6.79
24/1/24 6:07,Machine_3,76.02,1.8,4.36
24/1/24 6:07,Machine_4,60.16,0.68,6.55
24/1/24 6:07,Machine_5,68.61,2.57,6.21
24/1/24 6:07,Machine_6,77.9,1.61,7.4
24/1/24 6:07,Machine_7,73.16,1.67,3.26
24/1/24 6:07,Machine_8,60.46,2.02,5.03
24/1/24 6:07,Machine_9,63.68,2.4,5.13
24/1/24 6:07,Machine_10,65.53,0.57,3.6
24/1/24 6:08,Machine_1,68.59,1.55,5.46
24/1/24 6:08,Machine_2,61.48,1.25,5.27
24/1/24 6:08,Machine_3,62.86,1.1,4.35
24/1/24 6:08,Machine_4,75.89,1.12,4.73
24/1/24 6:08,Machine_5,64.09,2.0,3.71
24/1/24 6:08,Machine_6,69.09,1.05,3.09
24/1/24 6:08,Machine_7,71.76,0.89,4.26
24/1/24 6:08,Machine_8,68.17,1.45,6.76
24/1/24 6:08,Machine_9,79.08,1.22,4.98
24/1/24 6:08,Machine_10,64.42,1.23,6.23
24/1/24 6:09,Machine_1,73.13,2.09,3.74
24/1/24 6:09,Machine_2,69.85,1.11,5.45
24/1/24 6:09,Machine_3,61.81,0.79,3.14
24/1/24 6:09,Machine_4,73.21,0.99,6.06
24/1/24 6:09,Machine_5,72.4,0.82,3.83
24/1/24 6:09,Machine_6,66.71,0.84,4.24
24/1/24 6:09,Machine_7,77.47,2.54,5.17
24/1/24 6:09,Machine_8,74.68,0.54,5.62
24/1/24 6:09,Machine_9,63.23,1.06,3.42
24/1/24 6:09,Machine_10,65.39,1.7,3.88
24/1/24 6:10,Machine_1,67.17,1.06,6.17
24/1/24 6:10,Machine_2,62.96,1.24,6.7
24/1/24 6:10,Machine_3,71.78,0.72,3.47
24/1/24 6:10,Machine_4,66.23,2.51,6.33
24/1/24 6:10,Machine_5,68.67,0.75,5.94
24/1/24 6:10,Machine_6,69.42,2.39,4.17
24/1/24 6:10,Machine_7,72.63,1.69,5.92
24/1/24 6:10,Machine_8,69.09,0.43,4.41
24/1/24 6:10,Machine_9,69.3,1.74,4.68
24/1/24 6:10,Machine_10,72.9,1.76,7.13
24/1/24 6:11,Machine_1,61.67,0.45,6.62
24/1/24 6:11,Machine_2,69.27,2.57,7.29
24/1/24 6:11,Machine_3,63.51,2.41,6.42
24/1/24 6:11,Machine_4,62.48,1.32,6.62
24/1/24 6:11,Machine_5,78.66,2.31,4.25
24/1/24 6:11,Machine_6,60.92,0.87,5.2
24/1/24 6:11,Machine_7,73.6,0.52,3.39
24/1/24 6:11,Machine_8,69.98,1.71,5.83
24/1/24 6:11,Machine_9,60.81,2.69,5.35
24/1/24 6:11,Machine_10,72.66,2.31,4.15
24/1/24 6:12,Machine_1,74.2,1.29,3.15
24/1/24 6:12,Machine_2,77.65,1.14,4.04
24/1/24 6:12,Machine_3,72.75,2.11,5.41
24/1/24 6:12,Machine_4,65.3,1.22,5.45
24/1/24 6:12,Machine_5,76.54,0.64,4.28
24/1/24 6:12,Machine_6,79.71,2.53,5.19
24/1/24 6:12,Machine_7,63.4,1.72,6.2
24/1/24 6:12,Machine_8,66.97,1.89,3.4
24/1/24 6:12,Machine_9,63.44,0.53,5.16
24/1/24 6:12,Machine_10,79.42,1.11,3.41
24/1/24 6:13,Machine_1,78.75,0.72,6.97
24/1/24 6:13,Machine_2,79.7,2.67,6.75
24/1/24 6:13,Machine_3,64.04,0.72,4.58
24/1/24 6:13,Machine_4,78.1,1.03,7.3
